County Code,District Code,Subgroup ID,Grade,Test Id,CAASPP Reported Enrollment,Students Tested,Mean Scale Score,Percentage Standard Exceeded,Percentage Standard Met,Percentage Standard Met and Above,Percentage Standard Nearly Met,Percentage Standard Not Met,Students with Scores
39,68502,78,11,1,106.0,88.0,2583.9,15.91,37.5,53.41,30.68,15.91,88.0
39,68502,78,11,2,106.0,89.0,2553.3,7.87,14.61,22.47,34.83,42.7,89.0
39,68502,80,3,1,84.0,83.0,2433.6,28.92,22.89,51.81,25.3,22.89,83.0
39,68502,80,3,2,84.0,83.0,2444.8,27.71,26.51,54.22,24.1,21.69,83.0
39,68502,80,4,2,89.0,85.0,2470.6,14.12,32.94,47.06,32.94,20.0,85.0
39,68502,80,4,1,89.0,85.0,2444.2,18.82,20.0,38.82,24.71,36.47,85.0
39,68502,80,5,1,76.0,74.0,2497.1,18.92,29.73,48.65,25.68,25.68,74.0
39,68502,80,5,2,76.0,74.0,2509.7,21.62,27.03,48.65,20.27,31.08,74.0
39,68502,80,6,2,87.0,84.0,2506.4,11.9,19.05,30.95,38.1,30.95,84.0
39,68502,80,6,1,87.0,84.0,2521.2,7.14,41.67,48.81,34.52,16.67,84.0
39,68502,80,7,2,72.0,71.0,2543.7,15.49,28.17,43.66,32.39,23.94,71.0
39,68502,80,7,1,72.0,71.0,2551.9,7.04,49.3,56.34,23.94,19.72,71.0
39,68502,80,8,2,96.0,95.0,2554.3,15.79,21.05,36.84,38.95,24.21,95.0
39,68502,80,8,1,96.0,95.0,2567.2,13.68,32.63,46.32,38.95,14.74,95.0
39,68502,80,11,1,90.0,87.0,2638.7,35.63,41.38,77.01,18.39,4.6,87.0
39,68502,80,11,2,90.0,85.0,2602.3,11.76,31.76,43.53,27.06,29.41,85.0
39,68544,74,4,1,12.0,12.0,2404.8,8.33,8.33,16.67,25.0,58.33,12.0
39,68544,74,4,2,12.0,12.0,2406.0,0.0,16.67,16.67,25.0,58.33,12.0
39,68544,74,5,1,11.0,11.0,2479.2,18.18,18.18,36.36,18.18,45.45,11.0
39,68544,74,5,2,11.0,11.0,2471.8,9.09,0.0,9.09,45.45,45.45,11.0
39,68544,74,6,1,14.0,13.0,2531.4,7.69,38.46,46.15,46.15,7.69,13.0
39,68544,74,6,2,14.0,13.0,2525.2,7.69,38.46,46.15,30.77,23.08,13.0
39,68544,74,7,1,20.0,20.0,2547.5,15.0,25.0,40.0,40.0,20.0,20.0
39,68544,74,7,2,20.0,20.0,2487.5,5.0,25.0,30.0,30.0,40.0,20.0
39,68544,74,8,1,15.0,15.0,2559.7,13.33,33.33,46.67,26.67,26.67,15.0
39,68544,74,8,2,15.0,15.0,2508.7,6.67,26.67,33.33,20.0,46.67,15.0
39,68544,77,3,2,11.0,11.0,2472.6,36.36,36.36,72.73,9.09,18.18,11.0
39,68544,77,3,1,11.0,11.0,2421.5,27.27,27.27,54.55,9.09,36.36,11.0
39,68544,77,4,1,11.0,11.0,2460.7,18.18,36.36,54.55,9.09,36.36,11.0
39,68544,77,4,2,11.0,11.0,2467.7,9.09,45.45,54.55,27.27,18.18,11.0
39,68544,77,6,1,17.0,17.0,2585.8,29.41,64.71,94.12,5.88,0.0,17.0
39,68544,77,6,2,17.0,17.0,2555.3,23.53,41.18,64.71,23.53,11.76,17.0
39,68544,77,7,1,19.0,19.0,2544.0,0.0,57.89,57.89,26.32,15.79,19.0
39,68544,77,7,2,19.0,19.0,2531.2,5.26,26.32,31.58,42.11,26.32,19.0
39,68544,77,8,2,16.0,16.0,2581.3,31.25,18.75,50.0,18.75,31.25,16.0
39,68544,77,8,1,16.0,16.0,2610.9,18.75,56.25,75.0,18.75,6.25,16.0
39,68544,78,3,1,88.0,87.0,2413.7,20.69,26.44,47.13,22.99,29.89,87.0
39,68544,78,3,2,88.0,87.0,2435.3,10.34,45.98,56.32,25.29,18.39,87.0
39,68544,78,4,1,108.0,107.0,2447.1,16.82,20.56,37.38,29.91,32.71,107.0
39,68544,78,4,2,108.0,107.0,2466.1,9.35,30.84,40.19,40.19,19.63,107.0
39,68544,78,5,2,100.0,100.0,2484.8,9.0,18.0,27.0,37.0,36.0,100.0
39,68544,78,5,1,100.0,100.0,2477.7,9.0,26.0,35.0,32.0,33.0,100.0
39,68544,78,6,1,111.0,111.0,2524.0,13.51,34.23,47.75,29.73,22.52,111.0
39,68544,78,6,2,111.0,111.0,2517.2,11.71,20.72,32.43,41.44,26.13,111.0
39,68544,78,7,2,95.0,94.0,2524.9,11.7,24.47,36.17,28.72,35.11,94.0
39,68544,78,7,1,95.0,94.0,2559.8,17.02,37.23,54.26,25.53,20.21,94.0
39,68544,78,8,1,106.0,105.0,2556.5,12.38,30.48,42.86,36.19,20.95,105.0
39,68544,78,8,2,106.0,105.0,2510.2,7.62,14.29,21.9,28.57,49.52,105.0
39,68544,80,3,2,78.0,75.0,2462.6,32.0,37.33,69.33,18.67,12.0,75.0
39,68544,80,3,1,78.0,75.0,2436.5,28.0,24.0,52.0,33.33,14.67,75.0
39,68544,80,4,1,81.0,81.0,2483.2,29.63,25.93,55.56,22.22,22.22,81.0
39,68544,80,4,2,81.0,81.0,2498.0,20.99,37.04,58.02,32.1,9.88,81.0
39,68544,80,5,2,80.0,80.0,2510.5,18.75,26.25,45.0,37.5,17.5,80.0
39,68544,80,5,1,80.0,80.0,2503.5,20.0,32.5,52.5,25.0,22.5,80.0
39,68544,80,6,2,94.0,94.0,2554.5,23.4,30.85,54.26,35.11,10.64,94.0
39,68544,80,6,1,94.0,94.0,2553.2,18.09,46.81,64.89,27.66,7.45,94.0
39,68544,80,7,2,111.0,111.0,2563.2,22.52,25.23,47.75,34.23,18.02,111.0
39,68544,80,7,1,111.0,111.0,2576.2,14.41,49.55,63.96,27.03,9.01,111.0
39,68544,80,8,1,106.0,104.0,2601.2,17.31,49.04,66.35,22.12,11.54,104.0
39,68544,80,8,2,106.0,104.0,2569.8,17.31,31.73,49.04,25.96,25.0,104.0
39,68544,144,3,2,15.0,15.0,2511.5,66.67,20.0,86.67,6.67,6.67,15.0
39,68544,144,3,1,15.0,15.0,2484.3,53.33,26.67,80.0,6.67,13.33,15.0
39,68544,144,5,1,21.0,21.0,2517.9,23.81,38.1,61.9,23.81,14.29,21.0
39,68544,144,5,2,21.0,21.0,2525.6,19.05,23.81,42.86,47.62,9.52,21.0
39,68544,144,6,2,18.0,18.0,2557.0,38.89,11.11,50.0,33.33,16.67,18.0
39,68544,144,6,1,18.0,18.0,2543.2,27.78,27.78,55.56,33.33,11.11,18.0
39,68569,74,3,2,92.0,90.0,2400.5,7.78,31.11,38.89,23.33,37.78,90.0
39,68569,74,3,1,92.0,90.0,2394.1,8.89,28.89,37.78,21.11,41.11,90.0
39,68569,74,4,1,96.0,91.0,2413.6,10.99,15.38,26.37,15.38,58.24,91.0
39,68569,74,4,2,96.0,91.0,2409.3,7.69,9.89,17.58,28.57,53.85,91.0
39,68569,74,5,2,98.0,89.0,2452.8,11.24,8.99,20.22,28.09,51.69,89.0
39,68569,74,5,1,98.0,91.0,2451.0,9.89,21.98,31.87,24.18,43.96,91.0
39,68569,74,6,1,83.0,82.0,2476.2,6.1,21.95,28.05,29.27,42.68,82.0
39,68569,74,6,2,83.0,82.0,2450.3,3.66,14.63,18.29,25.61,56.1,82.0
39,68569,74,7,1,111.0,107.0,2502.7,4.67,22.43,27.1,38.32,34.58,107.0
39,68569,74,7,2,111.0,107.0,2451.6,0.93,14.02,14.95,22.43,62.62,107.0
39,68569,74,8,2,82.0,77.0,2501.8,9.09,9.09,18.18,22.08,59.74,77.0
39,68569,74,8,1,82.0,79.0,2529.6,10.13,21.52,31.65,31.65,36.71,79.0
39,68569,74,11,1,75.0,74.0,2553.5,10.96,31.51,42.47,28.77,28.77,73.0
39,68569,74,11,2,75.0,74.0,2483.1,2.7,9.46,12.16,8.11,79.73,74.0
39,68569,75,6,2,11.0,11.0,2488.5,18.18,0.0,18.18,45.45,36.36,11.0
39,68569,75,6,1,11.0,11.0,2522.6,27.27,27.27,54.55,18.18,27.27,11.0
39,68569,77,3,1,18.0,18.0,2456.2,33.33,33.33,66.67,27.78,5.56,18.0
39,68569,77,3,2,18.0,18.0,2469.3,27.78,44.44,72.22,16.67,11.11,18.0
39,68569,77,4,1,19.0,19.0,2478.8,21.05,26.32,47.37,36.84,15.79,19.0
39,68569,77,4,2,19.0,19.0,2506.1,21.05,52.63,73.68,21.05,5.26,19.0
39,68569,77,5,2,23.0,23.0,2499.6,26.09,8.7,34.78,30.43,34.78,23.0
39,68569,77,5,1,23.0,23.0,2494.7,21.74,21.74,43.48,30.43,26.09,23.0
39,68569,77,6,2,23.0,23.0,2505.4,13.04,13.04,26.09,43.48,30.43,23.0
39,68569,77,6,1,23.0,22.0,2512.9,9.09,36.36,45.45,27.27,27.27,22.0
39,68569,77,7,2,21.0,19.0,2549.1,15.79,21.05,36.84,36.84,26.32,19.0
39,68569,77,7,1,21.0,19.0,2586.6,10.53,52.63,63.16,31.58,5.26,19.0
39,68569,77,8,2,35.0,35.0,2583.1,22.86,20.0,42.86,40.0,17.14,35.0
39,68569,77,8,1,35.0,34.0,2618.3,11.76,73.53,85.29,14.71,0.0,34.0
39,68569,77,11,2,30.0,29.0,2620.9,24.14,24.14,48.28,10.34,41.38,29.0
39,68569,77,11,1,30.0,30.0,2657.5,43.33,36.67,80.0,16.67,3.33,30.0
39,68569,78,3,2,336.0,334.0,2412.5,11.08,28.44,39.52,31.14,29.34,334.0
39,68569,78,3,1,336.0,334.0,2400.4,15.57,21.56,37.13,25.45,37.43,334.0
39,68569,78,4,1,355.0,349.0,2428.8,12.03,19.77,31.81,23.78,44.41,349.0
39,68569,78,4,2,356.0,350.0,2433.4,7.14,18.86,26.0,35.14,38.86,350.0
39,68569,78,5,2,385.0,381.0,2465.6,7.09,15.22,22.31,35.43,42.26,381.0
39,68569,78,5,1,385.0,383.0,2466.5,11.75,26.11,37.86,21.41,40.73,383.0
39,68569,78,6,2,328.0,325.0,2473.1,7.08,13.54,20.62,30.46,48.92,325.0
39,68569,78,6,1,328.0,323.0,2496.5,8.05,25.08,33.13,35.6,31.27,323.0
39,68569,78,7,2,343.0,339.0,2493.8,6.78,15.93,22.71,30.68,46.61,339.0
39,68569,78,7,1,343.0,337.0,2536.6,7.72,37.98,45.7,28.19,26.11,337.0
39,68569,78,8,2,327.0,321.0,2519.1,9.03,14.64,23.68,33.02,43.3,321.0
39,68569,78,8,1,327.0,325.0,2553.3,9.23,36.31,45.54,32.62,21.85,325.0
39,68569,78,11,2,366.0,357.0,2521.7,4.48,12.32,16.81,21.01,62.18,357.0
39,68569,78,11,1,366.0,363.0,2588.8,17.55,37.33,54.87,27.86,17.27,359.0
39,68569,79,4,1,12.0,12.0,2437.7,16.67,16.67,33.33,33.33,33.33,12.0
39,68569,79,4,2,12.0,12.0,2466.3,0.0,25.0,25.0,66.67,8.33,12.0
39,68569,79,8,1,12.0,12.0,2529.7,0.0,33.33,33.33,33.33,33.33,12.0
39,68569,79,8,2,12.0,12.0,2472.7,0.0,8.33,8.33,25.0,66.67,12.0
39,68569,80,3,1,144.0,142.0,2444.3,33.8,24.65,58.45,22.54,19.01,142.0
39,68569,80,3,2,144.0,142.0,2449.1,23.94,40.85,64.79,16.9,18.31,142.0
39,68569,80,4,2,132.0,129.0,2471.7,19.38,26.36,45.74,34.11,20.16,129.0
39,68569,80,4,1,132.0,129.0,2465.8,24.81,29.46,54.26,16.28,29.46,129.0
39,68569,80,5,2,158.0,155.0,2505.5,20.65,22.58,43.23,29.03,27.74,155.0
39,68569,80,5,1,158.0,155.0,2503.2,19.35,33.55,52.9,23.23,23.87,155.0
39,68569,80,6,2,164.0,162.0,2522.1,16.67,25.31,41.98,28.4,29.63,162.0
39,68569,80,6,1,164.0,162.0,2547.6,19.75,42.59,62.35,25.93,11.73,162.0
39,68569,80,7,2,176.0,175.0,2546.0,21.14,18.86,40.0,34.86,25.14,175.0
39,68569,80,7,1,176.0,175.0,2576.8,20.57,42.86,63.43,24.0,12.57,175.0
39,68569,80,8,1,200.0,199.0,2588.7,18.59,40.7,59.3,29.65,11.06,199.0
39,68569,80,8,2,200.0,198.0,2567.3,23.23,24.24,47.47,23.74,28.79,198.0
39,68569,80,11,1,183.0,180.0,2623.8,34.64,32.4,67.04,24.58,8.38,179.0
39,68569,80,11,2,183.0,180.0,2576.2,12.22,21.11,33.33,23.89,42.78,180.0
39,68569,144,3,2,14.0,14.0,2409.4,7.14,21.43,28.57,28.57,42.86,14.0
39,68569,144,3,1,14.0,14.0,2402.6,21.43,21.43,42.86,14.29,42.86,14.0
39,68569,144,4,2,11.0,11.0,2480.3,18.18,36.36,54.55,27.27,18.18,11.0
39,68569,144,4,1,11.0,11.0,2479.4,27.27,27.27,54.55,18.18,27.27,11.0
39,68569,144,5,1,24.0,24.0,2448.7,0.0,33.33,33.33,25.0,41.67,24.0
39,68569,144,5,2,24.0,24.0,2451.3,8.33,12.5,20.83,25.0,54.17,24.0
39,68569,144,6,2,39.0,39.0,2520.0,12.82,33.33,46.15,25.64,28.21,39.0
39,68569,144,6,1,39.0,39.0,2538.1,17.95,41.03,58.97,20.51,20.51,39.0
39,68569,144,7,2,24.0,23.0,2531.5,17.39,21.74,39.13,26.09,34.78,23.0
39,68569,144,7,1,24.0,24.0,2575.8,20.83,41.67,62.5,29.17,8.33,24.0
39,68569,144,8,2,20.0,19.0,2525.7,10.53,15.79,26.32,31.58,42.11,19.0
39,68569,144,8,1,20.0,20.0,2581.2,15.0,45.0,60.0,15.0,25.0,20.0
39,68569,144,11,1,22.0,22.0,2590.8,22.73,31.82,54.55,22.73,22.73,22.0
39,68569,144,11,2,22.0,22.0,2537.7,13.64,9.09,22.73,22.73,54.55,22.0
39,68577,78,3,1,96.0,94.0,2381.6,10.64,22.34,32.98,21.28,45.74,94.0
39,68577,78,3,2,96.0,95.0,2408.3,13.68,22.11,35.79,31.58,32.63,95.0
39,68577,78,4,1,110.0,109.0,2417.2,2.75,21.1,23.85,25.69,50.46,109.0
39,68577,78,4,2,110.0,110.0,2438.4,7.27,13.64,20.91,44.55,34.55,110.0
39,68577,78,5,1,109.0,109.0,2453.6,6.42,24.77,31.19,22.02,46.79,109.0
39,68577,78,5,2,109.0,109.0,2471.7,11.93,14.68,26.61,32.11,41.28,109.0
39,68577,78,6,2,111.0,110.0,2482.2,6.36,19.09,25.45,32.73,41.82,110.0
39,68577,78,6,1,111.0,109.0,2488.4,3.67,27.52,31.19,33.94,34.86,109.0
39,68577,78,7,1,121.0,121.0,2512.2,6.61,29.75,36.36,23.97,39.67,121.0
39,68577,78,7,2,121.0,121.0,2482.0,5.79,18.18,23.97,24.79,51.24,121.0
39,68577,78,8,2,110.0,108.0,2501.0,5.56,12.04,17.59,31.48,50.93,108.0
39,68577,78,8,1,110.0,107.0,2539.0,4.67,36.45,41.12,34.58,24.3,107.0
39,68577,78,11,2,80.0,78.0,2523.0,5.13,11.54,16.67,26.92,56.41,78.0
39,68577,78,11,1,80.0,78.0,2557.3,11.54,29.49,41.03,32.05,26.92,78.0
39,68577,80,3,1,49.0,48.0,2448.3,35.42,27.08,62.5,22.92,14.58,48.0
39,68577,80,3,2,49.0,48.0,2461.6,27.08,37.5,64.58,25.0,10.42,48.0
39,68577,80,4,2,76.0,76.0,2496.6,27.63,32.89,60.53,22.37,17.11,76.0
39,68577,80,4,1,76.0,76.0,2482.4,26.32,30.26,56.58,19.74,23.68,76.0
39,68577,80,5,1,51.0,50.0,2478.3,14.0,26.0,40.0,20.0,40.0,50.0
39,68577,80,5,2,51.0,50.0,2501.0,14.0,24.0,38.0,34.0,28.0,50.0
39,68577,80,6,2,63.0,62.0,2535.9,24.19,16.13,40.32,32.26,27.42,62.0
39,68577,80,6,1,63.0,62.0,2528.3,14.52,35.48,50.0,29.03,20.97,62.0
39,68577,80,7,2,59.0,54.0,2517.3,11.11,25.93,37.04,27.78,35.19,54.0
39,68577,80,7,1,59.0,54.0,2531.1,1.85,40.74,42.59,31.48,25.93,54.0
39,68577,80,8,1,42.0,41.0,2601.1,19.51,48.78,68.29,21.95,9.76,41.0
39,68577,80,8,2,42.0,42.0,2576.2,21.43,21.43,42.86,35.71,21.43,42.0
39,68577,80,11,1,68.0,67.0,2600.3,20.9,37.31,58.21,26.87,14.93,67.0
39,68577,80,11,2,68.0,67.0,2546.0,4.48,11.94,16.42,34.33,49.25,67.0
39,68585,74,3,1,153.0,149.0,2367.8,4.7,18.12,22.82,25.5,51.68,149.0
39,68585,74,3,2,152.0,148.0,2376.8,6.08,16.89,22.97,25.0,52.03,148.0
39,68585,74,4,1,144.0,142.0,2387.2,7.04,11.27,18.31,15.49,66.2,142.0
39,68585,74,4,2,144.0,142.0,2406.1,3.52,16.2,19.72,24.65,55.63,142.0
39,68585,74,5,2,173.0,172.0,2420.8,1.74,11.63,13.37,20.93,65.7,172.0
39,68585,74,5,1,174.0,173.0,2417.8,6.94,10.98,17.92,18.5,63.58,173.0
39,68585,74,6,1,178.0,176.0,2457.7,4.55,15.91,20.45,27.27,52.27,176.0
39,68585,74,6,2,178.0,175.0,2425.2,2.29,10.86,13.14,24.0,62.86,175.0
39,68585,74,7,2,179.0,171.0,2438.6,3.51,7.02,10.53,23.39,66.08,171.0
39,68585,74,7,1,179.0,172.0,2480.0,6.4,18.02,24.42,24.42,51.16,172.0
39,68585,74,8,1,161.0,157.0,2495.6,1.91,22.93,24.84,29.3,45.86,157.0
39,68585,74,8,2,161.0,155.0,2453.8,3.87,9.68,13.55,19.35,67.1,155.0
39,68585,74,11,1,145.0,138.0,2543.7,10.14,26.81,36.96,24.64,38.41,138.0
39,68585,74,11,2,145.0,137.0,2505.1,3.65,16.06,19.71,16.06,64.23,137.0
39,68585,75,3,1,11.0,11.0,2420.6,18.18,27.27,45.45,27.27,27.27,11.0
39,68585,75,3,2,11.0,11.0,2433.0,9.09,27.27,36.36,54.55,9.09,11.0
39,68585,75,7,1,13.0,13.0,2549.2,15.38,38.46,53.85,7.69,38.46,13.0
39,68585,75,7,2,13.0,13.0,2500.5,7.69,23.08,30.77,23.08,46.15,13.0
39,68585,75,11,2,13.0,13.0,2543.5,7.69,30.77,38.46,0.0,61.54,13.0
39,68585,75,11,1,13.0,13.0,2584.4,23.08,38.46,61.54,23.08,15.38,13.0
39,68585,77,3,2,64.0,64.0,2439.0,20.31,35.94,56.25,25.0,18.75,64.0
39,68585,77,3,1,64.0,64.0,2430.6,34.38,14.06,48.44,31.25,20.31,64.0
39,68585,77,4,1,56.0,54.0,2484.5,35.19,24.07,59.26,14.81,25.93,54.0
39,68585,77,4,2,56.0,55.0,2481.7,20.0,23.64,43.64,41.82,14.55,55.0
39,68585,77,5,1,69.0,69.0,2508.3,24.64,30.43,55.07,24.64,20.29,69.0
39,68585,77,5,2,69.0,69.0,2505.7,21.74,27.54,49.28,20.29,30.43,69.0
39,68585,77,6,1,98.0,98.0,2571.7,32.65,36.73,69.39,22.45,8.16,98.0
39,68585,77,6,2,98.0,97.0,2564.2,29.9,31.96,61.86,24.74,13.4,97.0
39,68585,77,7,1,92.0,92.0,2567.7,20.65,39.13,59.78,23.91,16.3,92.0
39,68585,77,7,2,92.0,92.0,2561.3,30.43,22.83,53.26,20.65,26.09,92.0
39,68585,77,8,1,97.0,97.0,2584.1,18.56,42.27,60.82,19.59,19.59,97.0
39,68585,77,8,2,97.0,97.0,2564.8,20.62,20.62,41.24,30.93,27.84,97.0
39,68585,77,11,1,101.0,100.0,2632.3,29.0,38.0,67.0,27.0,6.0,100.0
39,68585,77,11,2,101.0,100.0,2608.3,17.0,28.0,45.0,25.0,30.0,100.0
39,68585,78,3,1,1036.0,1025.0,2387.3,13.46,16.29,29.76,27.41,42.83,1025.0
39,68585,78,3,2,1036.0,1027.0,2401.3,9.25,23.47,32.72,27.07,40.21,1027.0
39,68585,78,4,2,1009.0,1004.0,2435.5,7.27,20.42,27.69,33.37,38.94,1004.0
39,68585,78,4,1,1009.0,1001.0,2424.9,12.99,18.08,31.07,22.78,46.15,1001.0
39,68585,78,5,2,1161.0,1150.0,2462.4,9.92,13.32,23.24,28.63,48.13,1149.0
39,68585,78,5,1,1161.0,1151.0,2462.0,11.03,22.5,33.54,24.59,41.88,1151.0
39,68585,78,6,2,1072.0,1062.0,2474.1,6.97,13.56,20.53,32.02,47.46,1062.0
39,68585,78,6,1,1071.0,1057.0,2492.3,6.62,28.57,35.19,31.5,33.3,1057.0
39,68585,78,7,1,966.0,953.0,2514.3,5.98,31.48,37.46,28.12,34.42,953.0
39,68585,78,7,2,967.0,954.0,2495.1,8.07,14.78,22.85,35.43,41.72,954.0
39,68585,78,8,1,924.0,912.0,2525.1,6.04,27.77,33.81,32.6,33.59,911.0
39,68585,78,8,2,924.0,910.0,2496.7,8.68,12.53,21.21,23.85,54.95,910.0
39,68585,78,11,1,835.0,810.0,2567.2,12.61,32.63,45.24,31.52,23.24,809.0
39,68585,78,11,2,834.0,811.0,2539.1,6.17,18.0,24.17,24.66,51.17,811.0
39,68585,79,4,1,12.0,11.0,2403.3,0.0,18.18,18.18,27.27,54.55,11.0
39,68585,79,4,2,12.0,11.0,2399.3,0.0,18.18,18.18,18.18,63.64,11.0
39,68585,79,5,2,14.0,14.0,2496.3,28.57,14.29,42.86,28.57,28.57,14.0
39,68585,79,5,1,14.0,14.0,2509.2,28.57,28.57,57.14,14.29,28.57,14.0
39,68585,79,6,2,12.0,12.0,2491.3,8.33,25.0,33.33,25.0,41.67,12.0
39,68585,79,6,1,12.0,12.0,2482.3,8.33,25.0,33.33,25.0,41.67,12.0
39,68585,79,7,2,24.0,24.0,2507.6,0.0,16.67,16.67,41.67,41.67,24.0
39,68585,79,7,1,24.0,24.0,2547.4,16.67,37.5,54.17,20.83,25.0,24.0
39,68585,79,8,2,13.0,13.0,2495.8,7.69,15.38,23.08,15.38,61.54,13.0
39,68585,79,8,1,13.0,13.0,2529.9,7.69,23.08,30.77,38.46,30.77,13.0
39,68585,79,11,2,12.0,12.0,2546.8,8.33,16.67,25.0,33.33,41.67,12.0
39,68585,79,11,1,12.0,12.0,2596.8,41.67,16.67,58.33,16.67,25.0,12.0
39,68585,80,3,2,425.0,422.0,2441.9,22.75,31.28,54.03,25.12,20.85,422.0
39,68585,80,3,1,425.0,422.0,2438.0,33.18,21.56,54.74,19.19,26.07,422.0
39,68585,80,4,2,440.0,436.0,2476.5,19.72,27.06,46.79,33.03,20.18,436.0
39,68585,80,4,1,441.0,437.0,2463.5,25.63,25.63,51.26,18.76,29.98,437.0
39,68585,80,5,2,448.0,442.0,2512.7,25.79,21.04,46.83,28.28,24.89,442.0
39,68585,80,5,1,448.0,442.0,2509.3,21.49,36.2,57.69,19.46,22.85,442.0
39,68585,80,6,1,429.0,427.0,2531.4,17.56,34.43,51.99,27.17,20.84,427.0
39,68585,80,6,2,429.0,427.0,2521.1,20.37,22.01,42.39,30.91,26.7,427.0
39,68585,80,7,2,469.0,461.0,2537.1,14.53,24.95,39.48,31.67,28.85,461.0
39,68585,80,7,1,469.0,461.0,2550.8,12.58,40.13,52.71,27.77,19.52,461.0
39,68585,80,8,2,500.0,492.0,2554.0,21.54,16.87,38.41,27.03,34.55,492.0
39,68585,80,8,1,500.0,492.0,2564.9,16.06,35.16,51.22,26.22,22.56,492.0
39,68585,80,11,2,519.0,505.0,2605.0,18.42,26.93,45.35,24.55,30.1,505.0
39,68585,80,11,1,520.0,506.0,2622.7,32.81,35.18,67.98,18.77,13.24,506.0
39,68585,144,3,1,77.0,77.0,2414.3,23.38,23.38,46.75,19.48,33.77,77.0
39,68585,144,3,2,77.0,76.0,2420.5,10.53,27.63,38.16,36.84,25.0,76.0
39,68585,144,4,2,79.0,78.0,2454.2,8.97,20.51,29.49,42.31,28.21,78.0
39,68585,144,4,1,79.0,78.0,2453.2,15.38,23.08,38.46,29.49,32.05,78.0
39,68585,144,5,2,77.0,76.0,2476.8,14.47,18.42,32.89,26.32,40.79,76.0
39,68585,144,5,1,77.0,76.0,2479.0,17.11,17.11,34.21,35.53,30.26,76.0
39,68585,144,6,2,51.0,50.0,2504.3,10.0,24.0,34.0,34.0,32.0,50.0
39,68585,144,6,1,51.0,50.0,2513.7,12.0,30.0,42.0,32.0,26.0,50.0
39,68585,144,7,1,30.0,30.0,2536.5,6.67,43.33,50.0,30.0,20.0,30.0
39,68585,144,7,2,30.0,30.0,2495.6,6.67,16.67,23.33,36.67,40.0,30.0
39,68585,144,8,1,30.0,30.0,2568.4,10.0,46.67,56.67,20.0,23.33,30.0
39,68585,144,8,2,30.0,30.0,2528.4,30.0,10.0,40.0,16.67,43.33,30.0
39,68585,144,11,1,14.0,12.0,2599.8,25.0,33.33,58.33,16.67,25.0,12.0
39,68585,144,11,2,13.0,12.0,2557.3,16.67,16.67,33.33,16.67,50.0,12.0
39,68593,74,3,1,115.0,113.0,2370.1,9.73,18.58,28.32,21.24,50.44,113.0
39,68593,74,3,2,114.0,112.0,2372.6,4.46,17.86,22.32,23.21,54.46,112.0
39,68593,74,4,1,107.0,107.0,2410.9,10.28,11.21,21.5,25.23,53.27,107.0
39,68593,74,4,2,107.0,107.0,2413.1,2.8,14.95,17.76,28.97,53.27,107.0
39,68593,74,5,2,112.0,112.0,2417.8,2.68,8.04,10.71,21.43,67.86,112.0
39,68593,74,5,1,112.0,112.0,2440.7,8.04,13.39,21.43,25.89,52.68,112.0
39,68593,74,6,1,134.0,132.0,2471.5,6.82,21.21,28.03,26.52,45.45,132.0
39,68593,74,6,2,134.0,132.0,2448.8,3.79,14.39,18.18,24.24,57.58,132.0
39,68593,74,7,1,128.0,127.0,2496.1,3.94,27.56,31.5,24.41,44.09,127.0
39,68593,74,7,2,128.0,127.0,2477.3,3.94,14.17,18.11,26.77,55.12,127.0
39,68593,74,8,1,140.0,138.0,2512.3,2.17,26.81,28.99,34.06,36.96,138.0
39,68593,74,8,2,141.0,139.0,2475.9,5.04,10.07,15.11,19.42,65.47,139.0
39,68593,74,11,1,161.0,160.0,2531.2,10.63,25.63,36.25,23.13,40.63,160.0
39,68593,74,11,2,161.0,160.0,2486.7,3.13,6.88,10.0,21.88,68.13,160.0
39,68593,77,3,1,72.0,72.0,2446.0,22.22,45.83,68.06,16.67,15.28,72.0
39,68593,77,3,2,72.0,72.0,2442.8,18.06,36.11,54.17,26.39,19.44,72.0
39,68593,77,4,2,65.0,65.0,2459.6,9.23,23.08,32.31,46.15,21.54,65.0
39,68593,77,4,1,65.0,64.0,2464.3,23.44,23.44,46.88,26.56,26.56,64.0
39,68593,77,5,1,98.0,97.0,2523.3,27.84,35.05,62.89,21.65,15.46,97.0
39,68593,77,5,2,98.0,98.0,2501.2,13.27,24.49,37.76,36.73,25.51,98.0
39,68593,77,6,2,82.0,82.0,2555.7,20.73,32.93,53.66,34.15,12.2,82.0
39,68593,77,6,1,82.0,82.0,2558.9,17.07,51.22,68.29,24.39,7.32,82.0
39,68593,77,7,1,104.0,103.0,2576.3,18.45,45.63,64.08,21.36,14.56,103.0
39,68593,77,7,2,104.0,103.0,2557.3,17.48,31.07,48.54,33.98,17.48,103.0
39,68593,77,8,1,116.0,115.0,2608.9,20.0,49.57,69.57,26.09,4.35,115.0
39,68593,77,8,2,116.0,115.0,2589.3,26.09,26.96,53.04,26.09,20.87,115.0
39,68593,77,11,2,137.0,133.0,2587.1,7.52,31.58,39.1,30.08,30.83,133.0
39,68593,77,11,1,138.0,137.0,2630.3,29.2,41.61,70.8,22.63,6.57,137.0
39,68593,78,3,2,964.0,957.0,2393.0,5.12,21.0,26.12,33.12,40.75,957.0
39,68593,78,3,1,963.0,954.0,2386.5,10.6,19.73,30.33,27.6,42.08,953.0
